"Sequence","Score"
"X818/XXX9-9/3323","159"
"X6/62X1853X7/X1/2","152"
"12X32X618/51X3/8-","114"
"7/4/XX7-4/X4/2/X52","174"
"X-7X2/1/51X6/X6-","138"
"-76/-/621/X518/7-4/-","117"
"44X-461612/16624/X72","105"
"7/1/X6/1/1/-2636/X61","131"
"XXX16-/6-XX9-7-","161"
"-/137-233/-/32-85/-1","74"
"625/2-X-6X7/X51XX","126"
"9/44454/1/7/8/7/X-/5","149"
"41XXX6/54529-8/34","141"
"9--33/8-458/9/346/X22","120"
"X1/6-63X5/X-6X7/5","148"
"XX719-XXX18-/8-","167"
"5/X8/X5/4/X1/-/-/9","173"
"2-714/X5/9/2/5-X31","119"
"XXXX-2X4/XX1/6","191"
"6/X638/5142XX43-/-","133"
"X1/XXX7/3/X52X46","194"
"X812-5/72-3-324X1-","80"
"2/X7/7-X5/-/X3451","144"
"X9-6181XX12XX52","130"
"-/44X-/711/X1-8-5/8","125"
"-92/-3632417XXX54","128"
"XX-/5/6-8/4/723/41","136"
"XX12X5/26-/-0617/6","110"
"X8-X2/3/X4/8/7/9-","162"
"7/2/X9-X8/714/2/3/7","147"
"53X3/X3/-08-9/X3/2","138"
"2/X3/2-9/X5-6/27X3-","128"
"X2/4-517-X7-43XX-9","121"
"XX7/3/X9/1/XX7/X","198"
"XXXX72-52/4/7/X25","188"
"X5263X8/X71XXX22","165"
"7-172/X8/7/X1/3/7/9","161"
"X7-7/7/452/X1/X3/X","164"
"XX8--1XX8-6/X23","149"
"135/4/XXXX1/3/2/2","176"
"71XX-/X1/1/3/-61/6","144"
"3/X41189/6-3/-/3/9-","122"
"6261459-7/6181X-345","90"
"176--69/X818-X2/-/7","123"
"-/X8-6/8/X-56-36X32","134"
"XX6/X1/X355/X34","176"
"6/9/-56/X5/X-/9--/7","159"
"1/2-8-X7222XX4/XX","138"
"3/X31X2/26719-714/4","117"
"XX9/8-4/4/23612/X--","143"
"1/8/519/8-519-9/2/51","113"
"81XX361/7/XX81XX","173"
"4/54X5/9/X2/XX9-","180"
"X5/X424536X2/429-","129"
"9--/51-5XXX4-7/XX","147"
"X8-X-/9-7/7/7-8/53","138"
"X9-3/2/X6-34-671-6","109"
"426-5/533/X2/X25-/9","138"
"33-5X52133/XX717/X","132"
"-/X3/14XX6/XXX6-","194"
"4/X4334XXXX1762","166"
"5/X41XX9--/34X8/X","157"
"-7X5-2/7143XX43X25","124"
"9/X7-6/359-X9/9/44","135"
"2/X4-5353X9-32819-","105"
"233/728/8-6/54XX33","126"
"5/X15XX53X2/63-/9","157"
"XXX-37/277/X7/51","148"
"61X-/6/8-5481317-62","106"
"6/3/X44XX9/81-/3/9","167"
"6/X7/3/4/6/5-9-7/1/2","135"
"XX3/32-4XX5/4/3/3","150"
"415/X2/61XXX-18/X","150"
"X21449/XX712/3334","123"
"637/635/X637-3611X53","118"
"X53627/5/9/5/X71X44","147"
"4/XX3/8/5/8/52548-","153"
"X-/XX8/72X2/-71/3","164"
"7-9/526/311/6/9-X-/3","123"
"X52XX6/4/X6/9-5/5","167"
"XX3/8/X9-X1/X9-","177"
"-/8/1/XXX814/XX6-","197"
"342/X-78-9/9-6/33X27","125"
"235/9--28/5-X4/9/X17","132"
"1/X2/1/XX2/XX81","189"
"X4-X61X8/XX8/24","148"
"8-9/4/3/8/-/X-/7/X9-","159"
"255/512/X61-943X-9","116"
"256-X45XX7/9-9-5/3","138"
"5/9-XXX522/269/X73","167"
"7/-3XX62X3218X12","110"
"2/X81XX6/X2/7-63","167"
"XX9-7/X2/-/8-X32","153"
"XX81X6/457/XX5/8","182"
"62XXXX5/625/XX53","200"
"X2/726/2/9-8-45X9/2","135"
"X9/5/9/32X9-XX-/8","158"
"X8/61-/2-XX-9X5/6","141"
"X53X9-6/6/8/XXX1-","170"
"2-XX619/X1/XXX51","183"
"7/7/3/11X7/4/X5/X61","154"
"4/52X424218XX3527","117"
"7/9-9-X529--03/3/X36","122"
"5-X3/43364/X6/9--/2","135"
"1/1/8-339-XX545/X53","143"
"9/533/8/8/616151X1/5","130"
"2/XXX181521-/4516","138"
"-0XX61XX2/4/X18","154"
"X8/8/5/53-/X-13/X5-","143"
"273/3-X329--9XXX72","139"
"X2/X423/26X311/81","127"
"X513-9-4/X-/X9/-5","129"
"43XXXX8/X427/X-1","188"
"X72-4XX8-X34173/1","129"
"22X8/X8/9-5/4/9-1/3","147"
"2/X5/9/81X2/X54X7-","171"
"7245X151/-5XX812/7","128"
"X61XX-/X421/8-71","140"
"517236X111/XXX8/2","148"
"XX1/XX2/7/62-9-4","157"
"6/161/-55-9-9/618/X52","107"
"X2-7/XX3342X45XX","133"
"XXX7/226/34549/X26","160"
"8-9/6/X5/31XX1/53","145"
"X1/422/-/5-XX14X6-","127"
"XX-/X6/6-5/X611/3","159"
"6/2/5/8/XX5-X4/8/8","166"
"3-8-X9/-/458-17XXX","130"
"X7/X21XX8/54X3/5","163"
"X5/43X62X-26/4/9/1","125"
"3/3/7-X71X8/XX9-","160"
"5-27XXX526/6/8-8/5","150"
"X7-XX9/X1--/8-21","134"
"4/9/2/4/XX-82-1/X72","152"
"9-14-072175-X5/4/4/-","94"
"9-23-/53X72XX1312","107"
"5-6/6171X3/9/419-4/7","120"
"7/7/617/3/5/639-2145","114"
"X-1X-8X2/X6/XXX","168"
"X2/XX7/9/6/3/4-4/4","167"
"3/15-3X3371X4/5/2-","99"
"6/7/2/7/9-6/512/7/9-","140"
"X-0X-5X21X71613/4","93"
"X8/-/X5/8/5/62818/9","155"
"8/1/637/X6/23X2/-8","131"
"52X5/323263713/X9-","115"
"3/-/4/2/132172XX-9","111"
"X45XX1/1/9-72XX37","160"
"41X71X27XX424/71","130"
"4/4/9/-28/4/X33-/XX","141"
"63X34512/9-9-8/71X2-","113"
"53312/XX8-7145-/XX","143"
"5/X-/26814-X2/-/4-","121"
"9/7-X9-X6/X274/X-1","151"
"6-8-5/9-XX1/3/51-/8","135"
"7/9-7/9/X81X2/6213","143"
"5/XXX818/XXX9/X","225"
"XX4/9/X9/318/XX25","179"
"XXX6/6/X5/X9/1/7","200"
"174/9-XXXXX-8X91","192"
"422-62X3/X1/XXX25","165"
"X1/X9/81-69/-0X63","131"
"9-X3/7/24XX331/X61","146"
"5/34X1/XX6--3X25","135"
"X54X249/8/XXX63","172"
"X2/2/4-X8/-8XX11","123"
"9/1/36X45X-/6/17X9-","135"
"X7/XX-662X54X8/3","151"
"6/X3--/5-X-45/8/8/4","124"
"1/X8/-/352/7/X2/5/9","162"
"31XXX8/X63XXX23","197"
"8-2/6-XX1/7/9-9-1/9","144"
"413/41X4/6/X-/4/X46","154"
"X3/8/XXX1/542/2/1","176"
"XXX44X3/4/XX4/6","194"
"X6/5/X5/XX7/5/42","177"
"179/3/X3-2/9-81XX--","124"
"9-XX5/X-7X9-1/8/5","159"
"XXX45158/-/X8/X19","178"
"XX8/-81/XX437/31","151"
"-96/81X419/X6/-38-","117"
"4/5/8-2761X7/2361X54","120"
"-/X7-8/3/4/9/63X7/2","147"
"5/53716/6-6-X-/X4/7","136"
"5418X6/6/X1/-1X5/6","141"
"X-/X5-2/X9/3/9-7/3","154"
"-25/6118X3/1-2/X6/8","124"
"XX515-X3-4/-5X1/5","118"
"X8/X22368/XX7/32","152"
"9-62X42XX5/9-X7-","136"
"45225/722/9-5/X2/X42","143"
"711/XX162/5-2/812/5","135"
"5332X-517X-0XXX91","130"
"XX3/8181X2-X8/X51","149"
"7-4/X9/7/X-/X-16-","142"
"3/7/5/XX9/2/X113/-","157"
"31XX2/3/XX1/343/-","150"
"XX5/2/1/X3616X36","151"
"5-5/X727-X18XX53","139"
"X41-/8/X4/8/2/6-15","136"
"9-27X-/XX4/33X9/1","152"
"9/X4-X81X7/X8/1/1","148"
"XXXX8/9-8-X4/6/4","194"
"X71X63XX443/7/35","142"
"4511X9-2/9/X9-X36","134"
"3/6-514/4/1/5/81272/3","117"
"8-3/1-321/-47/X34-/8","101"
"X36XXX3/XXX9-","208"
"X8/1/62618-7/X81X-2","130"
"712217X-1316/2/-/X63","97"
"7/-/519/-/X3/7/1-X91","130"
"16X7/-5X2/6/X9-9-","135"
"X3/9/1/X5-44X2681","133"
"X3/3/81X3/4/54XX63","163"
"81X3/2/54XXXX-/-","175"
"4/425/X3/425-5/4362","114"
"5/X249/4/7/X441/4/8","151"
"3/2/3/XX33XX9-XX","167"
"9-2/1/-/XXX614/41","149"
"9/X-/3/-/5/-/6/X1/6","160"
"X-/6253-98-X-/6/81","132"
"-0X71XX2/X42X2/1","141"
"9-XX5/4/7/639/345/2","142"
"7/181/X9-6/X723/15","133"
"3/1--/24212/23X3/-/2","92"
"XX4-21X315-X815-","101"
"X639/X4/6-4/6/X8/5","161"
"X722/3/X2/X8-XX31","164"
"XX8-62-4XXXX9/9","194"
"-89-X16257-X2/4/X5-","124"
"53X1/XXXX3/155/2","180"
"X1/8/X6/21432/X3-","136"
"X7/X2/33-28/7/23X44","133"
"3/-/X62X7/9-455/6/4","143"
"X9/XX26XXX5-3/1","174"
"9/8-X53XX6227XX-7","150"
"3/4/X27345/63X5481","131"
"7/4/XX724/8-X5-X1-","146"
"9-542/359/X6231-8-9","106"
"819/4/XX35-0244323","110"
"8/6/637/4/XX1/36X82","158"
"259-3-XX7-42XX15","119"
"XX8/1/343/X81X7-","151"
"448/X8/33XX71X2/3","153"
"9/9-1/9-XX246-25-2","115"
"X1/31XXXX2/-/51","170"
"XX3/X8-5/X7/22X21","158"
"X5/4/X7/X3172-732","133"
"5-333/1/523-9/X2/X3-","120"
"7/81X7/122/9-X141/1","120"
"XX4--0X3-8--/X3/7","123"
"3/512/8/-/X62172/7/X","140"
"7/549/X-822-04/XX36","136"
"XX-716X9/3/2/8/5/-","139"
"-27-4/6/4/5/7/X3-X8-","125"
"5-XX-43/7-81XXXX","156"
"XXXX4/619-9-8/X53","183"
"227/22621171XX4226","92"
"9/122/XX3/X81X2/4","159"
"2218XXX5-7-X2/8/8","151"
"X5323XX1/XX-44/6","146"
"X1-17X9-3/X9-XX32","134"
"XX335/6/8/2/7/1425","131"
"XXXX6/8/X3/355/8","203"
"7/X13128/9/62X439/3","121"
"X-9-/X9-8--/13626/2","119"
"617/7-5/X2/XXX11","156"
"X727/XX-02542X8-","117"
"3/14-/XX6/71-/-87/2","137"
"XX6/9-6-XXX2/2/7","181"
"-/24X356/-/2-X-/X3-","121"
"9-X5/X3/8/-/XXX82","195"
"-9X9/813/2/8-X-/9-","142"
"9/6/32-0XX7-2/XX23","142"
"336/12XXX1/148-6-","121"
"3--/7/8/X8/359/3/X91","152"
"7-427/7/3/8/6/4/71X91","136"
"X2-63-28/9-6/XXX13","138"
"6-6/XX36X9-X527/7","146"
"5/7/X7-3/XXXX6/1","198"
"1/3/XX4/1/X4/X54","176"
"X-1X-/8/4/XX9/-4","147"
"7152X9/X-/61X6145","131"
"23-/5/8--/6-X429-9-","108"
"36X-4-/7/-427183/-/1","97"
"X3/9/X6/-/144-X2/5","144"
"1/8/XX1-X367/11XX","132"
"2/1/1/1/4/-38/328/X31","112"
"7/9-1/6/XXX8-7/12","162"
"522-8/X-0XX525/7/6","121"
"XXX5-X537/24XX-7","156"
"538-X717-5-527/8/7/7","113"
"81XXX8/XX3/6/X82","206"
"X42432/X4/-/333/X36","137"
"XXX1/629/X6-1414","147"
"81459/-/-34/X-5XX-X","121"
"6/4/5/6-36X3/X5/X62","158"
"43637/X-/1/6/7/-423","119"
"71XXXX-/729/X2/X","194"
"X6/X7/1/7/9/8/5-X51","161"
"8/X-94-XXXX7253","175"
"712/6/62X15X9/X2/7","147"
"3-4/1/X-/3271X231/-","110"
"166/319-7/6/X8/XX82","157"
"X9/X9-26XXXX8/9","203"
"7/1/X333353XX9/-/8","144"
"9/X9/4/8/1/X6/7/X9-","179"
"X435272-/4/XX1/X13","149"
"XXX7-X54-8X8/8/4","169"
"X2/2/X814-XX45X4-","150"
"XX2/1/X3/3/116-6/9","144"
"5/6/9/XX-9X-72/X-3","160"
"9-XXXX815/X62XX","191"
"X3/2/X81X9-5/3/-2","133"
"7/455461XX13-72213","93"
"X13X5/XX34X35X81","150"
"367/8/X4/X6-1/X2/6","165"
"X7/6-7/X-18/XX8-","148"
"8/-9XX7/9-1-9/X1/3","148"
"8-6/9/5/7-X457/7/X2-","143"
"9/9/9/4/1-X727/33-/1","122"
"9-22XX9/X3/3/5/X91","170"
"-05/9/349/4/XX7/62","144"
"X1/XXX7-XX15X22","178"
"8/X15X3/17811--435","103"
"XX622/X9/9/421241","139"
"X17X2/X-/-2X451/8","144"
"X6-3/346-X6225X24","103"
"X4381-/4/617153X2/1","117"
"8/X6/X63628/9-6/9-","152"
"XX3/537/623421-05/7","117"
"5/2/8/2/2/9/X-216X44","132"
"2518X9--42/-/X9-X37","126"
"9-9/729-9/X1/-/X72","142"
"6/449/1662-512522123","71"
"63-7XX8--/9/2/9/4/9","153"
"522/-/X43-/264/X8-","127"
"XX139/9/8-X6-X62","132"
"XX6/X6/4/X617-X71","169"
"XX616-XX15XX13","138"
"-9X2572X-3XX451/5","125"
"-/6/8-X148/9/358/2-","116"
"5/X3/X1-XX7/9-X11","159"
"X9/1/XX61-/7/-/71","153"
"X-18/9-9-7/X-/4/1/4","128"
"-43545X7/9-112/X7/2","123"
"6/9/X3/3/-8-56-X63","129"
"X72-/XX9/549/-/-/-","151"
"X35X-4X3/-/16-9X53","119"
"63439/8/1/-/4/81X8-","122"
"7/X5/2/2/X1/X9/X6-","180"
"5432-91/X5-6-XX7/9","135"
"52X51279/6/XX723/1","140"
"3/XXXXX8/5/8-4-","203"
"61-56/1/XXX-/XX82","181"
"XXX6/219/X721861","155"
"9/4/8/4/7/1621X45X44","130"
"3/-/X7/X5/8/X3472","161"
"14624/-82351X8/35X62","101"
"1/XX3/448-XX8/3/1","165"
"X3/1/X4/X9/X9-1/4","173"
"XX3-7/2571XX4/8/8","146"
"-3-/X1/XXXX25-4","173"
"3-6/81XX5/X9-4-7/7","144"
"7/9-5-2/4/XX25X6-","135"
"44XXX5/X63X3/9-","179"
"X81X6-XX9/XXXX","199"
"524/-48-X9/XX517/X","136"
"X2/812/273681X6/45","129"
"7/X816/9/3/X3/719-","154"
"7-X-56/8-7/X9-6/XX","141"
"42X5/8/1/71-/5/9/81","141"
"X176/-/X332/9-53X9-","133"
"-13/8/9-9/7/X627/-3","123"
"-/X9/9-8-21X11-23/1","106"
"XX3613338/7/XX1/4","153"
"7/8152X6/2751334/8/-","115"
"816/9/9/X3/7/8/3--4","142"
"63XXX5/5-X7/XX7-","188"
"2/XX8/62-51/6/6/3-","145"
"XXX8-81X2-9/7/42","144"
"7-9/9/XXX1/32-1X91","156"
"-36/5/XX31-1-/5-X22","114"
"X6/3/X8-XX3/2762","151"
"619-25X8/XX5/8/5/2","153"
"XX2--75/XXX3/2/9","167"
"X-/-/XX535-4/6/2/7","151"
"X2/444-X1/XX8-18","149"
"XXX-96/X2/-/7/8-","171"
"-54421XX8-44X-6X72","119"
"X636/9-5/2-X-/7-7/-","124"
"XXX1/8-X6/813/X71","182"
"XX338/8/72X6/6/9/5","159"
"X4-5/8/-/724/334/35","112"
"9-XXX182116X266-","130"
"217/X1/9/X9-258/6/X","153"
"5/715/53454/XX5/36","144"
"6/2/XXX9/5-XX44","181"
"5/8-52251/X6-XX3/6","141"
"3/XXX1/XXX9/43","211"
"XX2/452-5/X3/1-7-","126"
"XXXX2/5/5/355/X5-","188"
"1/X8-9/-66/3/9-1-1/X","124"
"24X11-0X4-X-/53X-8","99"
"-/16X8/X9/-45/63-1","118"
"XX5/2/X354314266-","129"
"72X1/-8X71XXXX41","172"
"X-326638-34X-47/7/9","102"
"X7/XXXX2432X7/7","186"
"817/8/XX2/XX1/8/9","187"
"9/13-/3/9-1/12XX3-","109"
"1/-/62XX4/2/X-6-7","139"
"X8/6/4/X9-4/XX-/3","171"
"9/-/X715/X-2X9/45","133"
"1/7281X4321X-7X21","102"
"X3/42X2/442-5-9-4/5","113"
"X-/X7/7-X637/2/5/6","155"
"X718/X419-5/4/1/4/X","134"
"5-416/63XXXX5/X-5","175"
"X631/9-X454-8/4/-/7","129"
"7/17XX618/5/X4/72","150"
"XXXX25XX26169/3","174"
"4/13X2/72-/132/33-1","96"
"169-7/2/X-/3-X9/1/3","128"
"XX6-X7/-8XX7/31","150"
"36-96-X7-8/X814/7/-","123"
"X4/XX8/XX2-X26","170"
"XX7/X528/5112X8-","141"
"45X7/9/5434X9-9/3/5","135"
"-/4262X9-7/X3/X53","142"
"-6XX7-3-5/4-8-63X9-","114"
"4/X2/X9-4/418/-/-/8","145"
"639/3/62X7-42X8-5/3","115"
"6-XXX-71/XX6131","154"
"81X412/322/9-52XX9-","130"
"1/1/X639-X-75-6111","106"
"4/1/XX-/1/4/4/X81","158"
"2/X-28/9--/1321414-","89"
"XXX8/X5/-/9-X4-","174"
"3/X4/8/3/5/X7-634/4","153"
"X147/7/XX4/8/6-9-","150"
"XX2-7/8122X5/X9/7","144"
"81X5/-57/3/6/X4/-/6","139"
"X71XX2-7/176/5/-/X","126"
"1/6/3/432-6/8/231/53","110"
"X71X8/36X7-4221X81","120"
"53XX9-16XX22XX35","153"
"X6/X1/-/XX-07/8/7","155"
"2643X3-8/X17459/9-","114"
"XX54X9-X2/217--3","126"
"9/4/X7/-/X9-XXX91","191"
"XX3/8-X1/-75/9/9/7","161"
"63XXX34-/X6/62X91","170"
"9-7/X2/5/-/-55/XX9-","157"
"72XX26X819-3/53X52","134"
"9/52X32XX9/2-X9/X","145"
"8/-29/25X9/5/3-8/X7-","119"
"X6/1/36X523/X9-X23","140"
"51X3/6/-/342/1/8/X82","141"
"428-X4/X9-X-/7/81","146"
"3/9-XXX-68/X6/X27","179"
"X24X5/X52XXXX72","192"
"XX7/XX3/X411-5/9","170"
"-/XX4/4-14XX1/X71","166"
"-1XX-/7-4/-/-/8-26","119"
"XXXXX32X1/X44","199"
"6/9/8/-/3/5/1/8-3/7/2","141"
"9-X8-425/6--88/X81","119"
"X7-XXX8/7/7-81X18","171"
"328181-/6/X71-/XX61","148"
"817/5/722344-3X4/8/1","115"
"XX1/XX7/41X-516","154"
"8--3X1-723/X-7X1/6","112"
"7/-04/X1/X8/X3/X7-","167"
"-622239/3/4--/XXX-1","127"
"11X-/7-X8/71X1/1/3","135"
"3/45X21X5/X7-45XX","132"
"9/9/6/XXX54X2-XX","172"
"41X-/8/-73/637/XX33","144"
"6/9-2/XX45-/535/8/4","155"
"2/XXX9-529/81276/6","166"
"7/X1/X7-23119-X34","124"
"4/4/X4/-2547/7/239-","118"
"X-/X4/-/2/119/8/32","131"
"9/3/XXX7/3-X-/71","171"
"549/3/X3/8/X-6XX81","169"
"9-2/1/7/X9/1-5/24-/9","126"
"-/X724/X-/X9-259/5","158"
"2/X2/XX54X622/X-5","174"
"72X3/XXX7/X4/X31","200"
"5/XX3324X5/9/X72","158"
"X3/4/X9/X8/6/6/17","165"
"513/5/4/51X8-X81XX","130"
"X638-53X9-439/5471","111"
"XX61-2X8153X9-51","122"
"53458/4/6/X36XXX73","172"
"-38/XXX6-X9/XX36","183"
"44X17X24X2/3/2/4/5","130"
"625/7/-936X1/8--34/-","112"
"XXX81XX71XX81","195"
"27627/51X3/8/3/X9/8","147"
"XX1/6-X11XX-25-","116"
"5/XX611/153/224/5-","123"
"1/4/7-129-9/5/8/23-7","107"
"XX3/72-2XX4/X9-","163"
"X2-1/4/-94/-36/22X44","94"
"9/2/2-X714/71X5/-/6","123"
"7/-15/72X1/-12/5325","98"
"XX339/71X9/XXX11","173"
"61X8/4/2/1/XXX43","162"
"327-1/5/18XXX-/9-","145"
"XXX711-X225-X2/2","139"
"X-93/5336XX818/4/5","145"
"6/324-9-5/9-X3117X4-","99"
"7/X-4-71/X-/7-6261","124"
"44XXX-59/44X9-4/1","139"
"449-X7/71217/X7215","119"
"2/43X819/6/6/X6/34","141"
"2/X43XX4/71X-1XX","145"
"1626XXX328/62XX26","152"
"5/7/XXX5353X9/X51","182"
"X9-X8-X5/XXX34","171"
"72X1/62XX8/XX41","165"
"818/6/-7X72XXX-/X","160"
"X8/443/X8/XX8/-6","166"
"7/4/45X9--/X4/7/72","148"
"6/631/XXXX7/21XX","187"
"3/717/5/2/7-X9/X3/-","146"
"XXXX5/4/14X-85/6","177"
"-5XXX4/XXX6-X3-","190"
"1/XX8--06/339-X1/6","138"
"XX9/6/3/X21624/9-","150"
"1/5/274/XX351/2/7/2","146"
"-/X112/XX81X15X34","149"
"4/1/X-/XX1/-/2/3/4","161"
"-49-612/XX81X2/X36","155"
"8/323/XX-89-25XX8-","146"
"4/7/X-4-1X1/X-/X--","146"
"9-XX32-1X45XXX54","155"
"-/X15-8X81729-4/6/9","131"
"9-X7/XXXXX5-81","193"
"XX1/52-/7/X1-216-","121"
"7-X5/2/3/4/9-2/2/22","122"
"17X-/5-4/153/X25X82","129"
"X23X9/7/62X1/5/63","141"
"1853XXX1/X8/9-9/4","170"
"9-358-XX3/4/133/9/4","130"
"XXXX7-7/X6/534-","178"
"18X24XXXX-0-/X-2","153"
"2153XXXXX-12/9-","161"
"6353X2/XXX45X1-","151"
"-53/81X1/XX9/XX8-","187"
"X2/-44431X1/1/3412","100"
"-89--3XXX18X6--0","121"
"X9/X6/9/X-35/X4/1","166"
"6/4/7/X-/X1/X18X1-","170"
"-0X61XXX-/XX-1","146"
"4/XXX8-3/XX8/13","187"
"3/428-X7/X3/9-X9-","144"
"XX18X211-1/XXX43","157"
"X9/X3/7/XXX2/72","195"
"XXX9-X5/X9/819/-","184"
"X8--/-/X81X7/X-/-","154"
"8/X6/4/3/11X168131","117"
"813/7/X232/XXX81","172"
"XXXXXX7-XX8-","225"
"XX6/449/XX3/5/X62","184"
"9-1/X8-9/5/33X6372","126"
"63418-X5/XX3/XX81","172"
"52XX63X5/52X51X9-","144"
"-0X814/3--/5/333/7/1","106"
"XX1/7163X8/X1/X35","173"
"7/3/-/X-/X1/2/X9-","163"
"X2/9/1/2/5/XX53X82","168"
"1/164/7/2-72X3/8-51","110"
"X5-XXX34XX5/9/-","171"
"8-XX21545/XX8/X43","160"
"8/612/16X4/9-X7-X82","133"
"XXXX636/3/15X4/2","176"
"X9/-/7/53X7-8-8/3/6","131"
"1/9/9/8/-/543/XX54","163"
"1/-2-/-/542/XX14-/3","120"
"X2/X456/X1/X9-17","164"
"63X-/X2/X6/4/-/81","160"
"XXXX-/4-X9-7/-2","158"
"27X81636/5/-/3/XX63","149"
"2/7-8/X4/-8XX8-5-","141"
"8-8/X-/XX7143X51","150"
"XX5/XX51X1/8/X1-","181"
"812/8/XX7-8/8-729/3","146"
"XX814145XX72XXX","175"
"X4/XX-05/9/X51X27","150"
"2/42-1XX5/1/9/4/6/3","139"
"9-1/-/XX8133X53-3","130"
"X719/-/X8/X-/2/X73","168"
"9-XX224/2-X8/-/X17","131"
"4/8/62X62X5/6171X43","136"
"XXXX3/7/-/X43X32","189"
"9/X354/9-XX4/622/5","157"
"XXX5/435-8/9-X2/3","162"
"X3/XXX2/X8-7/8/-","186"
"X-/XX17X-/3/428/X","160"
"XXX7/-6X-812X-0","132"
"5/9-X718-2/X7-X8-","132"
"X812/7/725/X3/X25","155"
"X7/71X9-53X5/8/X73","159"
"XXX8/24X18X4/X61","181"
"13XXX8/X2/6/2513","161"
"547/3-5/7/6/X6/9-5/4","140"
"X159-4-9--/XX7/7/X","148"
"8--/726/9/335/XXX-3","155"
"15X1/5/818/3/X318/3","132"
"7-44272/8-X81527-X-6","108"
"2/9--/X9-13814/7/9/3","138"
"3/12714-4/5/XX-/7/3","131"
"5/81X451-X9/9/X3/-","145"
"1-41-81/XX3/211/X-5","127"
"2/5/X6/3/18-78/-08-","113"
"9-X5/X2/2-XX33X25","145"
"X2/8/13X81X8/-6X63","136"
"X72-/X8/9--/-25/8/-","136"
"8/41-/6-8-X626/8/32","111"
"XX613/232/9--2X22","115"
"9/X52-/-3XXXX5/2","174"
"X81XX8-6/X214181","132"
"8-17XX8/9-165-4/62","128"
"53X8/-/81XX2/8-1/2","145"
"4/171/X7/1/X4/3/14","139"
"714-8/1/5/9/XXX71","160"
"X23XXX272/X2/X82","180"
"228/7/2/8/X9/54X1-","127"
"1/XX2/3-2/1/XXX6-","181"
"9-3/5/3/X318/X4/7/4","146"
"X5/XX1/4/XX3/-/8","186"
"X9/XX2/521/X52X37","168"
"X3/51-12/-81/41X12","95"
"5/X9/1/517-9-XX5-","133"
"4/2/X1/2/XX7-XX-2","167"
"2/XX-572-63/332/9/7","130"
"X7/635/-621421/454/X","113"
"-/8/X5/XX9/453/-/X","180"
"8/8/X61X1/X2/611/4","159"
"1/6/424/X3/3/7/53X91","149"
"XX5/-79/6/X332/X91","160"
"7/27XXX4/62-7XX17","165"
"3/X7-17XX4/-71315","123"
"X7--2X53X9-2/9-13","112"
"2/8/XX17X-0X61X51","135"
"8-X6/7/1263X342/35","113"
"445/7-7-6/X71XXX43","156"
"7/12X618/8/5/X5/-4","125"
"X259-3/X9/116/X6/3","139"
"XX6131719-XXXX72","177"
"3/221/8/9-5/9-XX9-","147"
"542/6/1/1/X6-X632/4","131"
"4/6/4163X-/X7-11X32","125"
"4/2/X7/X-2X7/42X64","146"
"4/71X621-166/5/XX73","141"
"1-7-1--/34X8/XX2/2","123"
"7/XX8-6/-/X-/2/6/1","163"
"-/35X4/X5/3/XX8/X","182"
"XX1/2/X3/1/X27-5","157"
"9-81XX6/-91/9-X9/-","141"
"XXX9-8/XX9-63XX","193"
"133/X8132X-/X3-12","116"
"XX33X2/3/2/XXX27","181"
"X4/34X2/XX1/818/1","159"
"X5/X-/X13X2/7-9-","151"
"41X44XX-11/1/XX44","136"
"9--3-/X1/-5-/63-96/7","118"
"44336/7-7/X8/9-2/X25","143"
"4/XX9-2/-/X8/24XX","165"
"X1/XXXXXX5/X13","239"
"8-5354-/637/433/9-8-","107"
"5/XX539/X8/X-/53","174"
"9-149-359/34X8-41X51","98"
"-77/6/9-X9/6324X42","124"
"XXX616-3/44XX5/3","166"
"15-03-X42X7-9/6/-1","82"
"XXXX233/81X9/71","174"
"1/XX8-X1/9/-79/X13","164"
"2/XX9-71XXXXX-1","206"
"6/XXX2/3/9/1/52X37","177"
"148/2381X2/XXXXX","181"
"X-9X26635/XX4/43","148"
"1661XX1811X1/X6/6","141"
"X2/X4/X-/X52-/X13","178"
"9/-/9/4-27X6-5/-/8-","114"
"8/X-3XX35XX9/2/X","166"
"-/6/4/X81XX2/71X14","160"
"3-544/4/-563X149/72","96"
"81XX8-X4/X-36/3/5","147"
"9/1/8/353/XX3/4--/1","142"
"7-17X9-XXXX-918","160"
"9--3X627/81-47-6/X19","116"
"5/6/1/15X141/XX6/X","150"
"X722-9-9/6/62X5/X81","138"
"-75/34X9/XX72XX-9","161"
"4/X-/7-5/237/6/8/4/8","147"
"X9/619-XX-02/XX-8","140"
"537/5-XX6/329/7218","127"
"81527-3/6/XX31X7/7","137"
"1/X7-X1/6/XX6/-/5","171"
"9/8/7/-032-09/2/8--0","88"
"X9-9/XX5/8-9-7/X23","163"
"9/1/2/2/X3/XXX34","172"
"81X9-9-6/9/6/X3/72","147"
"61X3/X6/XX545112","149"
"XX1/6-9/-/2/5-X36","133"
"X-2X2/1-6/X72X-/3","127"
"XXX3-7/8/X6/4/7/6","174"
"XXX63165/X9-XX62","183"
"54XX42X6-XXXX73","184"
"3/8/X6/817/819-X61","145"
"9/-/7/9/347/25X51XX","127"
"2/153/XX3/5/9-9/41","142"
"X224/3481X3/XXX81","164"
"723/X2/2127-/X61X1-","128"
"43X6/619--443X6/44","112"
"XX5/4/4-2/X8/15X27","153"
